epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,622.275,1.27838,0.7087,1.01651,0.97425,0.97861,0.97991,0.73148,0.91481,0.46783,0.93799,0.00128742,0.00128742,0.00128742
48,641.997,1.30086,0.72435,1.02494,0.99145,0.97116,0.99343,0.75363,0.88122,0.45009,0.92013,0.00127917,0.00127917,0.00127917
49,661.812,1.30465,0.71609,1.02761,0.99678,0.97779,0.98807,0.7289,0.945,0.47216,0.94368,0.00127092,0.00127092,0.00127092
50,681.774,1.26894,0.69942,1.02381,0.98739,0.97515,0.99276,0.76472,0.85663,0.44624,0.91644,0.00126267,0.00126267,0.00126267
51,701.646,1.27008,0.70098,1.02387,0.97788,0.97814,0.99202,0.75585,0.85436,0.45428,0.92106,0.00125442,0.00125442,0.00125442
52,721.747,1.28076,0.69818,1.02527,0.98123,0.97355,0.98579,0.72306,0.93655,0.48283,0.94428,0.00124617,0.00124617,0.00124617
53,741.4,1.25247,0.69007,1.01182,0.98253,0.97908,0.99302,0.75061,0.91638,0.45819,0.93802,0.00123791,0.00123791,0.00123791
54,761.353,1.23851,0.68319,1.0201,0.9664,0.98772,0.99089,0.74569,0.86607,0.43772,0.92003,0.00122966,0.00122966,0.00122966
55,781.263,1.2644,0.68702,1.0104,0.98187,0.97607,0.99337,0.76739,0.86437,0.44702,0.91668,0.00122141,0.00122141,0.00122141
56,801.428,1.24609,0.68528,1.0253,0.99029,0.97459,0.98746,0.75779,0.85708,0.4449,0.91323,0.00121316,0.00121316,0.00121316
57,821.672,1.25862,0.68533,1.0201,0.98596,0.9875,0.98743,0.75649,0.83794,0.44918,0.92248,0.00120491,0.00120491,0.00120491
58,841.93,1.24845,0.68617,1.01345,0.98481,0.97077,0.98723,0.72295,0.95104,0.49352,0.94114,0.00119666,0.00119666,0.00119666
59,861.669,1.21776,0.6754,1.01426,0.98586,0.975,0.9919,0.75122,0.89173,0.44364,0.92733,0.0011884,0.0011884,0.0011884
60,882.335,1.22474,0.67957,1.01004,0.98958,0.99167,0.9945,0.76176,0.8666,0.42556,0.92669,0.00118015,0.00118015,0.00118015
61,902.579,1.24169,0.6775,1.00539,0.98967,0.97917,0.99244,0.76714,0.84892,0.43143,0.921,0.0011719,0.0011719,0.0011719
62,922.344,1.26319,0.68563,1.01759,0.9784,0.9709,0.98745,0.75392,0.87973,0.45359,0.92539,0.00116365,0.00116365,0.00116365
63,942.169,1.23753,0.66733,1.00668,0.98379,0.98966,0.99362,0.77321,0.83666,0.41608,0.91646,0.0011554,0.0011554,0.0011554
64,962.169,1.21578,0.66214,0.99994,0.97953,0.99006,0.99165,0.76644,0.85367,0.43601,0.91786,0.00114715,0.00114715,0.00114715
65,981.986,1.20265,0.65952,1.00092,0.9854,0.99035,0.99368,0.76533,0.87992,0.43149,0.92488,0.00113889,0.00113889,0.00113889
66,1001.95,1.22313,0.66203,1.00582,0.98945,0.98618,0.99334,0.76927,0.8431,0.42259,0.91668,0.00113064,0.00113064,0.00113064
67,1021.82,1.20712,0.64794,0.99538,0.98011,0.98137,0.99348,0.77167,0.83872,0.43475,0.90987,0.00112239,0.00112239,0.00112239
68,1042.68,1.19179,0.65047,0.99974,0.98635,0.97083,0.99067,0.77042,0.82928,0.42724,0.90491,0.00111414,0.00111414,0.00111414
69,1062.67,1.19266,0.64417,0.98519,0.97921,1,0.99283,0.77165,0.82722,0.41346,0.9086,0.00110589,0.00110589,0.00110589
70,1082.8,1.20594,0.66123,1.00193,0.97327,0.98414,0.99009,0.7651,0.83521,0.41818,0.91324,0.00109764,0.00109764,0.00109764
71,1102.68,1.17167,0.64706,0.99418,0.98603,0.98322,0.99389,0.76935,0.85971,0.41846,0.91609,0.00108938,0.00108938,0.00108938
72,1122.62,1.17791,0.64073,0.99779,0.98358,0.98986,0.99279,0.75,0.91077,0.43743,0.93056,0.00108113,0.00108113,0.00108113
73,1142.57,1.20565,0.64483,0.99755,0.98757,0.98071,0.99411,0.77688,0.82411,0.40811,0.9105,0.00107288,0.00107288,0.00107288
74,1162.6,1.20878,0.63696,0.99312,1,0.97847,0.99363,0.75558,0.88064,0.42771,0.92816,0.00106463,0.00106463,0.00106463
75,1182.44,1.17495,0.63076,0.98769,0.98989,0.9875,0.99369,0.77122,0.82728,0.4135,0.90816,0.00105638,0.00105638,0.00105638
76,1202.32,1.20585,0.63683,0.99978,0.97403,0.98333,0.99011,0.76298,0.89305,0.43752,0.93346,0.00104813,0.00104813,0.00104813
77,1222.11,1.17912,0.61908,0.99224,0.98234,0.98602,0.99259,0.76799,0.86494,0.41247,0.92032,0.00103987,0.00103987,0.00103987
78,1241.98,1.18278,0.62802,0.99317,0.99694,0.975,0.99388,0.7618,0.8626,0.40119,0.91724,0.00103162,0.00103162,0.00103162
79,1262.01,1.18879,0.63708,0.99106,0.98388,0.98684,0.99426,0.77484,0.83913,0.40102,0.91515,0.00102337,0.00102337,0.00102337
80,1282.09,1.21599,0.64564,1.00137,0.9902,0.97333,0.98801,0.76568,0.87869,0.41925,0.92248,0.00101512,0.00101512,0.00101512
81,1301.87,1.16631,0.6248,0.99591,0.99442,0.97083,0.99137,0.75888,0.86182,0.41677,0.92252,0.00100687,0.00100687,0.00100687
82,1321.84,1.17309,0.62486,0.98734,0.9974,0.975,0.99294,0.77999,0.81937,0.40031,0.90965,0.000998616,0.000998616,0.000998616
83,1341.66,1.17934,0.62208,0.98795,0.98969,0.975,0.99391,0.77458,0.85663,0.40711,0.91933,0.000990365,0.000990365,0.000990365
84,1361.65,1.16018,0.62265,0.98651,0.98476,0.99421,0.99439,0.76979,0.83919,0.39786,0.9116,0.000982113,0.000982113,0.000982113
85,1381.94,1.17632,0.62939,0.98182,0.99279,0.99114,0.99391,0.77029,0.83576,0.39675,0.91563,0.000973861,0.000973861,0.000973861
86,1402.09,1.16826,0.61929,0.98933,0.99812,0.975,0.99385,0.78546,0.81964,0.40602,0.90916,0.00096561,0.00096561,0.00096561
87,1422.1,1.17193,0.61788,0.98208,0.99818,0.97917,0.99223,0.77595,0.81173,0.40495,0.90501,0.000957358,0.000957358,0.000957358
88,1442.3,1.15692,0.61401,0.98319,0.99003,0.975,0.98717,0.76287,0.86618,0.41488,0.91848,0.000949106,0.000949106,0.000949106
89,1462.42,1.14064,0.60776,0.98307,0.99857,0.97413,0.99403,0.77983,0.8338,0.40195,0.90802,0.000940855,0.000940855,0.000940855
90,1482.61,1.15552,0.61108,0.97639,0.9922,0.97775,0.99438,0.7717,0.83728,0.40117,0.91548,0.000932603,0.000932603,0.000932603
91,1502.6,1.14368,0.61253,0.97912,0.97787,0.98042,0.98843,0.77055,0.84222,0.41224,0.92145,0.000924352,0.000924352,0.000924352
92,1522.65,1.15178,0.61033,0.98025,0.98521,0.98516,0.99352,0.78897,0.79346,0.38531,0.90026,0.0009161,0.0009161,0.0009161
93,1542.42,1.13271,0.60493,0.98147,0.98649,0.975,0.9926,0.78596,0.79834,0.39684,0.90275,0.000907848,0.000907848,0.000907848
94,1562.66,1.16145,0.61503,0.98247,0.98205,0.9825,0.98675,0.75875,0.84363,0.41004,0.91195,0.000899597,0.000899597,0.000899597
95,1582.79,1.13041,0.59737,0.96832,0.99698,0.97669,0.99439,0.78211,0.81427,0.39147,0.90309,0.000891345,0.000891345,0.000891345
96,1602.98,1.12831,0.60224,0.97906,0.9826,0.9875,0.99383,0.7889,0.80174,0.39094,0.90165,0.000883093,0.000883093,0.000883093
97,1623.02,1.13767,0.59499,0.98009,0.98589,0.98333,0.9939,0.77637,0.84019,0.39732,0.91332,0.000874842,0.000874842,0.000874842
98,1643.13,1.14706,0.61061,0.97531,0.97171,0.99583,0.99402,0.77231,0.82988,0.38843,0.91904,0.00086659,0.00086659,0.00086659
99,1663.46,1.14754,0.60741,0.9825,0.99251,0.9875,0.99468,0.77823,0.84056,0.38966,0.91492,0.000858338,0.000858338,0.000858338
100,1683.62,1.13263,0.59262,0.97028,0.9905,0.99081,0.99422,0.78367,0.82605,0.39504,0.90908,0.000850087,0.000850087,0.000850087
101,1704.07,1.11609,0.58373,0.9715,1,0.98225,0.99396,0.77083,0.82192,0.38546,0.90741,0.000841835,0.000841835,0.000841835
102,1724.05,1.1251,0.58499,0.97982,0.99152,0.98259,0.99167,0.77012,0.83129,0.39692,0.90856,0.000833583,0.000833583,0.000833583
103,1743.86,1.12746,0.59192,0.97388,0.98315,0.98228,0.99027,0.77314,0.80736,0.39122,0.90072,0.000825332,0.000825332,0.000825332
104,1763.82,1.12103,0.58487,0.97036,0.98733,0.97731,0.98855,0.77648,0.83407,0.40067,0.90685,0.00081708,0.00081708,0.00081708
105,1783.92,1.13716,0.59081,0.97244,0.98914,0.99142,0.99177,0.78202,0.81312,0.38838,0.90087,0.000808828,0.000808828,0.000808828
106,1806.42,1.11105,0.58572,0.97345,0.98949,0.97175,0.98408,0.76766,0.84589,0.38927,0.91405,0.000800577,0.000800577,0.000800577
107,1826.41,1.11922,0.58165,0.96929,0.99743,0.97897,0.99284,0.79137,0.77945,0.37078,0.89528,0.000792325,0.000792325,0.000792325
108,1846.41,1.11637,0.58739,0.97248,0.99757,0.96927,0.99194,0.78769,0.76534,0.36984,0.89389,0.000784073,0.000784073,0.000784073
109,1866.34,1.11297,0.57173,0.97351,0.99816,0.97618,0.99199,0.78917,0.80186,0.38381,0.90253,0.000775822,0.000775822,0.000775822
110,1880.84,1.09312,0.57481,0.96282,0.99571,0.97298,0.9932,0.79327,0.77231,0.37425,0.8971,0.00076757,0.00076757,0.00076757
111,1893.07,1.10677,0.57697,0.95813,0.9929,0.97654,0.99317,0.793,0.77665,0.3801,0.89483,0.000759318,0.000759318,0.000759318
112,1905.28,1.09507,0.57911,0.96475,0.9829,0.98212,0.99189,0.79123,0.77123,0.37379,0.89598,0.000751067,0.000751067,0.000751067
113,1917.45,1.0914,0.56713,0.96548,0.97617,0.98077,0.99291,0.79422,0.78259,0.37899,0.89649,0.000742815,0.000742815,0.000742815
114,1929.69,1.09771,0.57712,0.96602,0.98739,0.98289,0.9932,0.78613,0.76654,0.36723,0.89059,0.000734564,0.000734564,0.000734564
115,1941.94,1.1176,0.58178,0.9622,0.99897,0.98595,0.99442,0.79202,0.77978,0.37892,0.89913,0.000726312,0.000726312,0.000726312
116,1954.03,1.07054,0.56928,0.95947,0.99873,0.97764,0.98471,0.77388,0.79559,0.37701,0.90081,0.00071806,0.00071806,0.00071806
117,1966.16,1.10327,0.58245,0.96433,0.97684,0.98604,0.99301,0.79146,0.76113,0.36575,0.89298,0.000709809,0.000709809,0.000709809
118,1978.35,1.07831,0.57226,0.9623,0.98406,0.9875,0.99155,0.78861,0.78912,0.37996,0.89978,0.000701557,0.000701557,0.000701557
119,1990.5,1.07474,0.56731,0.95867,0.98623,0.9875,0.99322,0.7932,0.77833,0.36286,0.89471,0.000693305,0.000693305,0.000693305
120,2002.62,1.08625,0.56483,0.95753,0.99994,0.97679,0.99375,0.79573,0.7738,0.36526,0.89613,0.000685054,0.000685054,0.000685054
121,2014.75,1.10006,0.57148,0.96542,0.99713,0.975,0.99349,0.79014,0.79484,0.37968,0.9017,0.000676802,0.000676802,0.000676802
122,2027,1.08409,0.56544,0.96264,0.99082,0.98329,0.99276,0.78826,0.79467,0.37558,0.90176,0.00066855,0.00066855,0.00066855
123,2039.15,1.07887,0.5644,0.96072,0.99789,0.975,0.99396,0.79867,0.77158,0.36173,0.89608,0.000660299,0.000660299,0.000660299
124,2051.24,1.06713,0.55799,0.96012,0.9914,0.97917,0.99346,0.7935,0.78703,0.35974,0.89825,0.000652047,0.000652047,0.000652047
125,2063.5,1.09974,0.57424,0.96171,0.98991,0.97802,0.99159,0.78716,0.79065,0.36738,0.89923,0.000643795,0.000643795,0.000643795
126,2075.53,1.07836,0.55728,0.95253,0.99045,0.98247,0.99284,0.79432,0.76658,0.36207,0.89247,0.000635544,0.000635544,0.000635544
127,2087.71,1.0775,0.5658,0.95935,0.99673,0.975,0.98757,0.79535,0.78174,0.36982,0.89806,0.000627292,0.000627292,0.000627292
128,2099.84,1.04823,0.54628,0.94873,0.99647,0.97342,0.9931,0.79775,0.76408,0.36727,0.89526,0.00061904,0.00061904,0.00061904
129,2112.13,1.07548,0.55808,0.95498,0.99873,0.97487,0.99337,0.79314,0.76458,0.35822,0.89034,0.000610789,0.000610789,0.000610789
130,2124.33,1.05126,0.55001,0.9499,0.99021,0.97834,0.99322,0.78507,0.77456,0.36009,0.89525,0.000602537,0.000602537,0.000602537
131,2136.45,1.05815,0.55111,0.95282,0.97632,0.98472,0.99279,0.78206,0.79178,0.36919,0.90102,0.000594286,0.000594286,0.000594286
132,2148.51,1.05091,0.54071,0.94809,0.99803,0.97294,0.99344,0.79123,0.7737,0.36037,0.89533,0.000586034,0.000586034,0.000586034
133,2160.89,1.05522,0.54903,0.95313,0.99703,0.97355,0.99384,0.79896,0.77304,0.35896,0.89613,0.000577782,0.000577782,0.000577782
134,2173.08,1.07869,0.55892,0.95587,0.99567,0.97636,0.99291,0.79095,0.7749,0.35458,0.89459,0.000569531,0.000569531,0.000569531
135,2185.27,1.05131,0.54955,0.95524,0.99797,0.97154,0.99331,0.80319,0.75946,0.35832,0.89146,0.000561279,0.000561279,0.000561279
136,2197.35,1.06559,0.54704,0.94922,0.98691,0.98113,0.9933,0.79522,0.77106,0.35787,0.89097,0.000553027,0.000553027,0.000553027
137,2209.46,1.05003,0.54777,0.94648,0.99671,0.97328,0.99414,0.78894,0.79363,0.36056,0.89622,0.000544776,0.000544776,0.000544776
138,2221.89,1.02969,0.53341,0.94437,0.99504,0.98219,0.99408,0.8003,0.7658,0.35297,0.8917,0.000536524,0.000536524,0.000536524
139,2234.3,1.04817,0.53588,0.94893,0.98987,0.98059,0.99385,0.79529,0.78264,0.3656,0.89674,0.000528272,0.000528272,0.000528272
140,2246.64,1.06038,0.54453,0.95415,0.978,0.98692,0.99353,0.78906,0.78258,0.36051,0.89773,0.000520021,0.000520021,0.000520021
141,2258.79,1.04899,0.54934,0.95436,0.98994,0.98273,0.99346,0.79037,0.79913,0.3664,0.89834,0.000511769,0.000511769,0.000511769
142,2270.98,1.02095,0.53238,0.94544,0.99812,0.97399,0.99394,0.79136,0.77619,0.34752,0.8949,0.000503517,0.000503517,0.000503517
143,2283.17,1.03432,0.53672,0.94007,1,0.97716,0.99338,0.80511,0.75371,0.34799,0.89064,0.000495266,0.000495266,0.000495266
144,2295.36,1.02978,0.53802,0.9449,0.97934,0.98644,0.99401,0.79384,0.77893,0.36231,0.89236,0.000487014,0.000487014,0.000487014
145,2307.52,1.02384,0.53584,0.93971,0.98394,0.9875,0.99414,0.79148,0.79444,0.35507,0.89927,0.000478762,0.000478762,0.000478762
146,2319.77,1.02436,0.5314,0.93839,0.99767,0.97087,0.99383,0.78567,0.78842,0.35944,0.89837,0.000470511,0.000470511,0.000470511
147,2331.88,1.02071,0.53044,0.94344,0.99849,0.97087,0.99372,0.79509,0.75678,0.35792,0.88464,0.000462259,0.000462259,0.000462259
148,2344.12,1.02757,0.53441,0.93833,0.9798,0.9792,0.99283,0.80305,0.75555,0.36012,0.88305,0.000454007,0.000454007,0.000454007
149,2356.24,1.02677,0.53165,0.94258,0.98664,0.97917,0.99342,0.7979,0.76891,0.3586,0.8929,0.000445756,0.000445756,0.000445756
150,2368.59,1.02414,0.52856,0.93765,0.98557,0.99167,0.99398,0.79677,0.77303,0.35402,0.89374,0.000437504,0.000437504,0.000437504
151,2380.81,1.02705,0.52699,0.94147,0.99544,0.98735,0.9944,0.79435,0.78723,0.36022,0.89403,0.000429253,0.000429253,0.000429253
152,2392.91,1.0375,0.53341,0.94518,0.9988,0.97303,0.99407,0.80252,0.74615,0.34488,0.88892,0.000421001,0.000421001,0.000421001
153,2405.02,1.01867,0.52534,0.93408,0.99408,0.98048,0.99372,0.7954,0.76686,0.34541,0.89135,0.000412749,0.000412749,0.000412749
154,2417.24,1.01562,0.52511,0.93514,0.9951,0.99167,0.9948,0.80094,0.75965,0.34891,0.89079,0.000404498,0.000404498,0.000404498
155,2429.37,1.01084,0.52801,0.93494,0.98611,0.98375,0.99391,0.80017,0.76961,0.35373,0.89233,0.000396246,0.000396246,0.000396246
156,2441.49,0.98938,0.51203,0.9292,0.98546,0.99167,0.99401,0.80068,0.75233,0.3468,0.88957,0.000387994,0.000387994,0.000387994
157,2453.52,1.01144,0.52532,0.93384,0.99808,0.975,0.99264,0.80081,0.75733,0.35229,0.8907,0.000379743,0.000379743,0.000379743
158,2465.72,1.00229,0.51719,0.93514,0.99816,0.9695,0.99306,0.80481,0.75267,0.34849,0.88824,0.000371491,0.000371491,0.000371491
159,2477.79,1.00774,0.52785,0.93475,0.99698,0.975,0.99324,0.8027,0.76226,0.34834,0.89006,0.000363239,0.000363239,0.000363239
160,2489.94,1.0135,0.52196,0.93504,0.98887,0.97917,0.99242,0.80917,0.74641,0.34542,0.88694,0.000354988,0.000354988,0.000354988
161,2502.11,1.00903,0.51668,0.93223,0.99887,0.97205,0.99282,0.81017,0.74778,0.34798,0.88627,0.000346736,0.000346736,0.000346736
162,2514.28,0.99908,0.51578,0.93247,0.99743,0.97087,0.99263,0.80194,0.73598,0.34763,0.88625,0.000338484,0.000338484,0.000338484
163,2526.36,1.00766,0.51848,0.94004,0.99901,0.97917,0.99322,0.79047,0.77219,0.34697,0.89138,0.000330233,0.000330233,0.000330233
164,2538.49,0.99005,0.51378,0.93285,0.99961,0.97876,0.99289,0.80274,0.76618,0.34131,0.89234,0.000321981,0.000321981,0.000321981
165,2550.69,0.98149,0.50526,0.93438,0.99272,0.98247,0.99266,0.80863,0.72557,0.34189,0.88202,0.000313729,0.000313729,0.000313729
166,2562.88,1.01815,0.52138,0.94022,1,0.97851,0.9932,0.804,0.73975,0.3413,0.88546,0.000305478,0.000305478,0.000305478
167,2575.12,0.99046,0.50997,0.93355,0.99887,0.97852,0.99314,0.79864,0.7382,0.33999,0.88601,0.000297226,0.000297226,0.000297226
168,2587.27,0.98675,0.50572,0.93242,0.99567,0.97711,0.99242,0.80585,0.74127,0.34467,0.88472,0.000288974,0.000288974,0.000288974
169,2599.35,1.00355,0.51711,0.93103,0.99893,0.96969,0.99264,0.80461,0.74122,0.34166,0.88559,0.000280723,0.000280723,0.000280723
170,2611.49,0.98396,0.51075,0.93096,0.99846,0.977,0.99312,0.80903,0.73437,0.3339,0.88472,0.000272471,0.000272471,0.000272471
171,2623.74,0.97059,0.49885,0.92939,0.98971,0.98085,0.99333,0.80099,0.74944,0.34329,0.88627,0.00026422,0.00026422,0.00026422
172,2635.83,0.97827,0.50326,0.92953,0.99067,0.98099,0.99356,0.80639,0.73761,0.33382,0.8846,0.000255968,0.000255968,0.000255968
173,2647.93,0.9793,0.5088,0.93045,0.99093,0.98183,0.99349,0.80721,0.73121,0.33219,0.88317,0.000247716,0.000247716,0.000247716
174,2660.04,0.95226,0.4925,0.92944,0.99962,0.97734,0.99338,0.8053,0.74249,0.33828,0.88629,0.000239465,0.000239465,0.000239465
175,2672.31,0.97689,0.50039,0.92588,0.99982,0.97912,0.99316,0.79338,0.77136,0.34629,0.8948,0.000231213,0.000231213,0.000231213
176,2684.53,0.9646,0.49407,0.92548,0.99833,0.97161,0.99345,0.79878,0.75604,0.33915,0.89105,0.000222961,0.000222961,0.000222961
177,2696.66,0.97024,0.50024,0.92836,1,0.9759,0.99402,0.80579,0.73654,0.33636,0.88434,0.00021471,0.00021471,0.00021471
178,2709.66,0.96419,0.49728,0.92878,0.99867,0.97381,0.99387,0.80608,0.73843,0.33759,0.8844,0.000206458,0.000206458,0.000206458
179,2721.83,0.95726,0.50143,0.92521,1,0.97748,0.99432,0.8044,0.74091,0.33183,0.88557,0.000198206,0.000198206,0.000198206
180,2733.9,0.96801,0.5014,0.9266,0.98617,0.98619,0.9942,0.80858,0.74204,0.33301,0.88802,0.000189955,0.000189955,0.000189955
181,2746,0.97465,0.50197,0.92793,0.99983,0.97675,0.99435,0.81298,0.73614,0.33443,0.88568,0.000181703,0.000181703,0.000181703
182,2758.24,0.95048,0.49215,0.92165,1,0.97478,0.99427,0.80294,0.75035,0.34137,0.88792,0.000173451,0.000173451,0.000173451
183,2770.44,0.94224,0.48792,0.91913,0.99882,0.97434,0.99439,0.80702,0.73725,0.33126,0.88497,0.0001652,0.0001652,0.0001652
184,2782.61,0.95632,0.49229,0.92324,0.99736,0.97806,0.99451,0.80774,0.73723,0.32744,0.88462,0.000156948,0.000156948,0.000156948
185,2794.74,0.94089,0.49196,0.91885,0.99794,0.97818,0.99436,0.81136,0.75076,0.32968,0.88563,0.000148696,0.000148696,0.000148696
